Course name,Campus,"Course code","Fee type", Duration,"Prev LSR","Avail INT"
Bachelor of Communication (Dean's Scholars),Penrith,720122,CSP,3F/6P,N/A,N
Bachelor of Communication/Bachelor of Business,Parramatta,720711,CSP,4F/8P,67.20,Y
Bachelor of Communication/Bachelor of Creative Industries,Parramatta,720732,CSP,4F/8P,67.55,Y
Bachelor of Communication/Bachelor of International Studies,Parramatta,724525,CSP,5F/10P,N/A,Y
Bachelor of Communication/Bachelor of Laws,Campbelltown,725019,CSP,5F/10P,99.95,Y
Bachelor of Communication/Bachelor of Laws,Parramatta,725020,CSP,5F/10P,93.70,Y
Bachelor of Computer Science,Parramatta,723999,CSP,3F,82.20,Y
Bachelor of Computer Science,Penrith,724000,CSP,3F,82.20,Y
Bachelor of Computer Science (Advanced),Parramatta,720141,CSP,3F,96.20,Y
Bachelor of Computer Science (Advanced),Penrith,720142,CSP,3F,N/A,Y


Bachelor of Construction Management (Honours),Penrith,722539,CSP,4F/8P,61.65,Y
Bachelor of Construction Management Advanced (Honours),Parramatta,720133,CSP,3.5F/7P,93.30,Y
Bachelor of Construction Management Advanced (Honours),Penrith,720134,CSP,3.5F/7P,99.95,Y
Bachelor of Construction Management Studies/Bachelor of Laws,Campbelltown,725022,CSP,5F/10P,N/A,Y
Bachelor of Construction Management Studies/Bachelor of Laws,Parramatta,725024,CSP,5F/10P,N/A,Y
Bachelor of Construction Technology,Penrith,722519,CSP,3F,60.00,Y
Bachelor of Creative Industries,Parramatta,720730,CSP,3F/6P,65.90,Y
Bachelor of Creative Industries (Music),Parramatta,720728,CSP,3F/6P,N/A,Y
Bachelor of Criminal and Community Justice,Liverpool City,727040,CSP,3F/6P,61.30,Y
Bachelor of Criminal and Community Justice,Penrith,727045,CSP,3F/6P,N/A,Y
Bachelor of Criminal and Community Justice/Bachelor of Laws,Campbelltown,725029,CSP,5F/10P,N/A,Y
Bachelor of Criminal and Community Justice/Bachelor of Laws,Parramatta,725031,CSP,5F/10P,90.05,Y
Bachelor of Criminal and Community Justice/Bachelor of Social Work,Liverpool City,727047,CSP,5F/10P,89.45,Y
Bachelor of Criminology,Liverpool City,727030,CSP,3F/6P,60.10,Y
Bachelor of Criminology,Penrith,727033,CSP,3F/6P,60.75,Y
Bachelor of Criminology/Bachelor of Laws,Campbelltown,725034,CSP,5F/10P,90.60,Y
Bachelor of Criminology/Bachelor of Laws,Parramatta,725036,CSP,5F/10P,91.05,Y
Bachelor of Cyber Security and Behaviour,Parramatta,727052,CSP,3F/6P,75.15,Y
Bachelor of Data Science,Parramatta,723980,CSP,3F/6P,82.05,Y
Bachelor of Design - Visual Communication (Dean's Scholars),Parramatta,720124,CSP,4F/8P,N/A,N
Bachelor of Design (Visual Communication),Parramatta,720715,CSP,4F/8P,66.45,Y
Bachelor of Design and Technology,Parramatta City,722520,CSP,3F/6P,62.45,Y
Bachelor of Design/Bachelor of Creative Industries,Parramatta,720733,CSP,4F/8P,68.45,Y
Bachelor of Education (Early Childhood),Campbelltown,729029,CSP,4F/8P,72.80,N
Bachelor of Education (Primary),Bankstown City,729027,CSP,4F/8P,70.30,Y
Bachelor of Education (Primary) – Aboriginal and Torres Strait Islander Education,Bankstown City,729032,CSP,4F,N/A,N
Bachelor of Engineering (Honours),Parramatta City,722555,CSP,4F/8P,76.10,Y
Bachelor of Engineering (Honours),Penrith,722501,CSP,4F/8P,75.30,Y
Bachelor of Engineering (Honours),Sydney City,722498,CSP,4F,75.30,Y
Bachelor of Engineering (Honours) (Advanced Manufacturing),Parramatta City,722561,CSP,4F/8P,N/A,Y
Bachelor of Engineering (Honours) (Advanced Manufacturing),Penrith,722592,CSP,4F/8P,N/A,Y
Bachelor of Engineering (Honours) (Civil Engineering),Parramatta City,722556,CSP,4F/8P,75.60,Y
Bachelor of Engineering (Honours) (Civil Engineering),Penrith,722503,CSP,4F/8P,78.20,Y
Bachelor of Engineering (Honours) (Civil Engineering),Sydney City,722576,CSP,4F,75.35,Y
Bachelor of Engineering (Honours) (Construction Engineering),Parramatta City,722557,CSP,4F/8P,0.00,Y
Bachelor of Engineering (Honours) (Construction Engineering),Penrith,722504,CSP,4F/8P,96.35,Y
Bachelor of Engineering (Honours) (Electrical Engineering),Parramatta City,722558,CSP,4F/8P,76.60,Y
Bachelor of Engineering (Honours) (Electrical Engineering),Penrith,722505,CSP,4F/8P,78.95,Y
Bachelor of Engineering (Honours) (Electrical Engineering),Sydney City,722577,CSP,4F,77.40,Y
Bachelor of Engineering (Honours) (Materials Engineering),Parramatta City,722562,CSP,4F/8P,N/A,Y
Bachelor of Engineering (Honours) (Materials Engineering),Penrith,722593,CSP,4F/8P,N/A,Y
Bachelor of Engineering (Honours) (Mechanical Engineering),Parramatta City,722559,CSP,4F/8P,75.00,Y
Bachelor of Engineering (Honours) (Mechanical Engineering),Penrith,722507,CSP,4F/8P,75.60,Y
Bachelor of Engineering (Honours) (Mechanical Engineering),Sydney City,722578,CSP,4F,78.40,Y
Bachelor of Engineering (Honours) (Robotics and Mechatronics Engineering),Parramatta City,722560,CSP,4F/8P,77.15,Y
Bachelor of Engineering (Honours) (Robotics and Mechatronics Engineering),Penrith,722509,CSP,4F/8P,75.40,Y
Bachelor of Engineering (Honours) (Sustainability Engineering),Parramatta City,722563,CSP,4F/8P,98.80,Y


Bachelor of Engineering (Honours) (Sustainability Engineering),Penrith,722594,CSP,4F/8P,75.45,Y
Bachelor of Engineering (Honours)/Bachelor of Business,Bankstown City,722494,CSP,5F/10P,76.25,Y
Bachelor of Engineering (Honours)/Bachelor of Business,Campbelltown,722495,CSP,5F/10P,0.00,Y
Bachelor of Engineering (Honours)/Bachelor of Business,Parramatta City,722496,CSP,5F/10P,75.65,Y
Bachelor of Engineering (Honours)/Bachelor of Business,Penrith,722497,CSP,5F/10P,N/A,Y
Bachelor of Engineering Advanced (Honours),Parramatta City,720136,CSP,4F/8P,83.00,Y
Bachelor of Engineering Science,Parramatta City,722550,CSP,3F/6P,70.20,Y
Bachelor of Engineering Science,Penrith,722510,CSP,3F/6P,70.65,Y
Bachelor of Engineering Science,Sydney City,722513,CSP,3F,73.85,Y
Bachelor of Entrepreneurship (Games Design and Simulation),Parramatta,722470,CSP,3F/6P,65.65,Y
Bachelor of Entrepreneurship (Games Design and Simulation),Penrith,722472,CSP,3F/6P,N/A,Y
"Bachelor of Graphic Design (Pathway to Teaching Secondary)/Master of
Teaching (Secondary)",Parramatta,729026,CSP,4.5–5F/EqP,62.05,Y
Bachelor of Health and Physical Education,Penrith,723521,CSP,3F/6P,65.25,Y
"Bachelor of Health and Physical Education Pathway to Teaching (Secondary)/
Master of Teaching (Secondary)",Penrith,729034,CSP,4.5–5F/EqP,71.95,Y
"Bachelor of Health Science (Health Promotion, Health Services Management, Recreational Therapy or Public Health)",Sydney City,723514,CSP,3F,66.50,Y
"Bachelor of Health Science (Health Promotion, Health Services Management, Recreational Therapy, Public Health or Clinical Sciences)",Campbelltown,723500,CSP,3F/6P,66.45,Y
"Bachelor of Health Science (Health Promotion, Recreational Therapy or Public Health)",Online,729212,CSP,3F/D,65.30,N
Bachelor of Health Science (Sport and Exercise Science),Campbelltown,723506,CSP,3F,65.50,Y
Bachelor of Humanitarian and Development Studies,Parramatta,727608,CSP,3F/6P,69.90,Y
Bachelor of Humanitarian and Development Studies,Penrith,727626,CSP,3F/6P,N/A,Y
Bachelor of Industrial Design,Parramatta City,722530,CSP,4F/8P,60.75,Y
Bachelor of Industrial Design (Honours),Parramatta City,722535,CSP,4F/8P,66.25,Y
Bachelor of Information and Communications Technology,Campbelltown,724012,CSP,3F,65.60,Y
Bachelor of Information and Communications Technology,Parramatta,724016,CSP,3F,65.15,Y
Bachelor of Information and Communications Technology,Penrith,724020,CSP,3F,67.65,Y
Bachelor of Information and Communications Technology,Sydney City,724022,CSP,3F,65.45,Y
Bachelor of Information and Communications Technology (Advanced),Campbelltown,720144,CSP,3F,N/A,Y
Bachelor of Information and Communications Technology (Advanced),Parramatta,720146,CSP,3F,N/A,Y
Bachelor of Information and Communications Technology (Advanced),Penrith,720148,CSP,3F,N/A,Y
"Bachelor of Information and Communications Technology (Health Information Management)",Campbelltown,724025,CSP,3F,N/A,Y
"Bachelor of Information and Communications Technology (Health Information Management)",Parramatta,724026,CSP,3F,N/A,Y
"Bachelor of Information and Communications Technology (Health Information Management)",Penrith,724027,CSP,3F,77.85,Y
Bachelor of Information and Communications Technology/Bachelor of Arts,Parramatta,724100,CSP,4F,N/A,Y
Bachelor of Information and Communications Technology/Bachelor of Business,Bankstown City,724105,CSP,4F,79.55,Y
Bachelor of Information and Communications Technology/Bachelor of Business,Campbelltown,724110,CSP,4F,87.10,Y
Bachelor of Information and Communications Technology/Bachelor of Business,Parramatta,724115,CSP,4F,75.75,Y
"Bachelor of Information and Communications Technology/Bachelor of Business (Accounting)",Campbelltown,724120,CSP,4F,72.80,Y
"Bachelor of Information and Communications Technology/Bachelor of Business (Accounting)",Parramatta,724130,CSP,4F,70.05,Y
Bachelor of Information and Communications Technology/Bachelor of Laws,Campbelltown,725041,CSP,5F,N/A,Y


Bachelor of Information Systems,Parramatta,724009,CSP,3F,73.55,Y
Bachelor of Information Systems,Sydney City,724008,CSP,3F,N/A,Y
Bachelor of Information Systems Advanced,Parramatta,720150,CSP,3F,N/A,Y
Bachelor of Information Systems Advanced/Bachelor of Business,Campbelltown,720151,CSP,4F/8P,N/A,Y
Bachelor of Information Systems Advanced/Bachelor of Business,Parramatta,720152,CSP,4F/8P,95.55,Y
Bachelor of Information Systems Advanced/Bachelor of Laws,Campbelltown,720155,CSP,5F/10P,N/A,Y
Bachelor of Information Systems Advanced/Bachelor of Laws,Parramatta,720156,CSP,5F/10P,N/A,Y
Bachelor of Information Systems/Bachelor of Business,Campbelltown,724138,CSP,4F/8P,82.15,Y
Bachelor of Information Systems/Bachelor of Business,Parramatta,724139,CSP,4F/8P,77.30,Y
Bachelor of Information Systems/Bachelor of Laws,Campbelltown,725046,CSP,5F/10P,N/A,Y
Bachelor of Information Systems/Bachelor of Laws,Parramatta,725047,CSP,5F/10P,N/A,Y
Bachelor of International Studies,Bankstown City,724505,CSP,3F/6P,83.20,Y
Bachelor of International Studies,Parramatta,724510,CSP,3F/6P,N/A,Y
Bachelor of International Studies (Dean's Scholars),Bankstown City,720160,CSP,3F/6P,N/A,Y
Bachelor of International Studies (Dean's Scholars),Parramatta,720162,CSP,3F/6P,N/A,Y
Bachelor of International Studies/Bachelor of Business,Bankstown City,724518,CSP,4F/8P,N/A,Y
Bachelor of International Studies/Bachelor of Business,Parramatta,724520,CSP,4F/8P,66.35,Y
Bachelor of International Studies/Bachelor of Laws,Campbelltown,725044,CSP,5F/10P,95.30,Y
Bachelor of International Studies/Bachelor of Laws,Parramatta,725045,CSP,5F/10P,94.65,Y
Bachelor of International Studies/Bachelor of Social Science,Bankstown City,724522,CSP,4F/8P,77.65,Y
Bachelor of International Studies/Bachelor of Social Science,Parramatta,724523,CSP,4F/8P,92.55,Y
Bachelor of Languages and Linguistics,Bankstown City,720527,CSP,3F/6P,67.20,Y
Bachelor of Languages and Linguistics,Parramatta,720529,CSP,3F/6P,71.55,Y
Bachelor of Laws (Graduate entry),Campbelltown,725000,CSP,3F/6P,N/A,Y
Bachelor of Laws (Graduate entry),Parramatta,725001,CSP,3F/6P,N/A,Y
Bachelor of Laws (Non-graduate entry),Campbelltown,725005,CSP,4F/8P,90.40,Y
Bachelor of Laws (Non-graduate entry),Parramatta,725007,CSP,4F/8P,90.15,Y
Bachelor of Mathematics,Campbelltown,724150,CSP,3F/6P,N/A,Y
Bachelor of Mathematics,Parramatta,724152,CSP,3F/6P,87.10,Y
Bachelor of Mathematics,Penrith,724154,CSP,3F/6P,99.95,Y
Bachelor of Medical Science,Campbelltown,728145,CSP,3F/6F,65.35,Y
Bachelor of Medical Science,Parramatta,728147,CSP,3F/6P,65.65,Y
Doctor of Medicine (Joint Program),"Campbelltown or Orange",725505,CSP,5F,N/A,Y
Bachelor of Midwifery,Parramatta,726570,CSP,3F,N/A,N
Bachelor of Music,Penrith,720720,CSP,3F/6P,N/A,Y
Bachelor of Music (Dean's Scholars),Penrith,720126,CSP,3F/6P,N/A,N
Bachelor of Music/Bachelor of Creative Industries,Penrith,720734,CSP,4F/8P,N/A,Y
Bachelor of Nursing,Campbelltown,726550,CSP,3F,70.20,Y
Bachelor of Nursing,Hawkesbury,726555,CSP,3F,65.15,Y
Bachelor of Nursing,Liverpool City,726568,CSP,3F,70.15,Y
Bachelor of Nursing,Parramatta,726560,CSP,3F,70.15,Y
Bachelor of Nursing (Enrolled Nurse pathway),Campbelltown,726540,CSP,2F,N/A,N
Bachelor of Nursing (Enrolled Nurse pathway),Hawkesbury,726542,CSP,2F,N/A,N
Bachelor of Nursing (Enrolled Nurse pathway),Liverpool City,726546,CSP,2F,N/A,N
Bachelor of Nursing (Enrolled Nurse pathway),Parramatta,726544,CSP,2F,N/A,N
Bachelor of Occupational Therapy,Campbelltown,723555,CSP,4F,82.35,Y
Bachelor of Paramedicine,Campbelltown,723557,CSP,3F,90.25,Y


Bachelor of Physiotherapy,Campbelltown,723560,CSP,4F,91.30,Y
Bachelor of Planning/Master of Urban Management and Planning,Parramatta,727628,CSP,4F/8P,62.20,Y
Bachelor of Planning/Master of Urban Management and Planning,Penrith,727630,CSP,4F/8P,80.55,Y
Bachelor of Podiatric Medicine,Campbelltown,723565,CSP,4F,75.60,Y
Bachelor of Policing,Liverpool City,727060,CSP,3F/6P,60.80,Y
Bachelor of Policing,Penrith,727065,CSP,3F/6P,60.45,Y
Bachelor of Policing (Leadership Program),Liverpool City,720191,CSP,3F/6P,N/A,N
Bachelor of Policing (Leadership Program),Penrith,720192,CSP,3F/6P,N/A,N
Bachelor of Psychological and Social Sciences,Bankstown City,727597,CSP,3F/6P,70.15,Y
Bachelor of Psychological and Social Sciences,Parramatta,727598,CSP,3F/6P,70.20,Y
Bachelor of Psychological and Social Sciences,Penrith,727599,CSP,3F/6P,71.35,Y
Bachelor of Psychology (Honours),Bankstown City,727501,CSP,4F/8P,80.55,Y
Bachelor of Psychology (Honours),Parramatta,727502,CSP,4F/8P,81.00,Y
Bachelor of Psychology (Honours),Penrith,727506,CSP,4F/8P,80.40,Y
Bachelor of Science,Campbelltown,728167,CSP,3F/6P,66.70,Y
Bachelor of Science,Hawkesbury,728168,CSP,3F/6P,62.60,Y
Bachelor of Science,Parramatta,728169,CSP,3F/6P,66.70,Y
"Bachelor of Science (Pathway to Teaching Primary/Secondary)/
Master of Teaching (Primary) or Master of Teaching (Secondary)",Campbelltown,729058,CSP,4.5–5F/EqP,77.45,Y
"Bachelor of Science – (Pathway to Teaching Primary/Secondary)/
Master of Teaching (Primary) or Master of Teaching (Secondary)",Hawkesbury,729059,CSP,4.5–5F/EqP,N/A,Y
"Bachelor of Science – (Pathway to Teaching Primary/Secondary)/
Master of Teaching (Primary) or Master of Teaching (Secondary)",Parramatta,729060,CSP,4.5–5F/EqP,79.95,Y
Bachelor of Science/Bachelor of Arts,Parramatta,728100,CSP,4F/8P,N/A,Y
Bachelor of Science/Bachelor of Business,Campbelltown,728110,CSP,4F,69.00,Y
Bachelor of Science/Bachelor of Business,Hawkesbury,728109,CSP,4F,N/A,Y
Bachelor of Science/Bachelor of Business,Parramatta,728111,CSP,4F,67.95,Y
Bachelor of Science/Bachelor of International Studies,Parramatta,728115,CSP,4F/8P,N/A,Y
Bachelor of Science/Bachelor of Laws,Campbelltown,725060,CSP,5F/10P,92.60,Y
Bachelor of Science/Bachelor of Laws,Parramatta,725065,CSP,5F/10P,92.75,Y
Bachelor of Screen Media (Arts and Production),Parramatta,720718,CSP,3F/6P,66.90,Y
Bachelor of Social Science,Liverpool City,727610,CSP,3F/6P,68.15,Y
Bachelor of Social Science,Parramatta,727615,CSP,3F/6P,61.75,Y
Bachelor of Social Science,Penrith,727620,CSP,3F/6P,60.55,Y
Bachelor of Social Science,Sydney City,727621,CSP,3F,60.40,Y
Bachelor of Social Science (Advanced),Liverpool City,720194,CSP,3F/6P,N/A,N
Bachelor of Social Science (Advanced),Parramatta,720196,CSP,3F/6P,N/A,N
Bachelor of Social Science (Advanced),Penrith,720198,CSP,3F/6P,N/A,N
Bachelor of Social Science/Bachelor of Laws,Campbelltown,725070,CSP,5F/10P,N/A,Y
Bachelor of Social Science/Bachelor of Laws,Parramatta,725075,CSP,5F/10P,93.65,Y
Bachelor of Social Work,Liverpool City,727700,CSP,4F/8P,88.10,Y
Bachelor of Social Work,Parramatta,727705,CSP,4F/8P,89.95,Y
Bachelor of Speech Pathology,Campbelltown,723566,CSP,4F,80.05,Y
Bachelor of Sport Development,Parramatta,723567,CSP,3F/6P,65.15,Y
Bachelor of Tourism and Event Management,Parramatta,727748,CSP,3F/6P,61.65,Y
Bachelor of Traditional Chinese Medicine,Campbelltown,723570,CSP,4F,99.95,Y


Diploma in Arts Extended – Arts – 4 terms,Bankstown City,729598,CSP,1.5F,N/A,Y
Diploma in Arts Extended – Arts – 4 terms,Nirimba (Blacktown),729599,CSP,1.5F,N/A,Y
Diploma in Arts Extended – Interpreting and Translation – 4 terms,Bankstown City,729606,CSP,1.5F,N/A,Y
Diploma in Arts Extended – Interpreting and Translation – 4 terms,Nirimba (Blacktown),729607,CSP,1.5F,N/A,Y
"Diploma in Arts Extended – Pathway to Teaching Early Childhood/Primary – 4 terms",Bankstown City,729604,CSP,1.5F,N/A,Y
"Diploma in Arts Extended – Pathway to Teaching Early Childhood/Primary – 4 terms",Nirimba (Blacktown),729605,CSP,1.5F,N/A,Y
Diploma in Arts Extended – Pathway to Teaching Primary – 4 terms,Bankstown City,729600,CSP,1.5F,N/A,Y
Diploma in Arts Extended – Pathway to Teaching Primary – 4 terms,Nirimba (Blacktown),729601,CSP,1.5F,N/A,Y
Diploma in Arts Extended – Pathway to Teaching Secondary – 4 terms,Bankstown City,729602,CSP,1.5F,N/A,Y
Diploma in Arts Extended – Pathway to Teaching Secondary – 4 terms,Nirimba (Blacktown),729603,CSP,1.5F,N/A,Y
Diploma in Arts/Bachelor of Arts,Bankstown City,729392,CSP,3F,47.35,Y
Diploma in Arts/Bachelor of Arts,Nirimba (Blacktown),729400,CSP,3F,66.75,Y
Diploma in Arts/Bachelor of Arts (Interpreting and Translation),Bankstown City,729396,CSP,3F,62.95,Y
Diploma in Arts/Bachelor of Arts (Interpreting and Translation),Nirimba (Blacktown),729404,CSP,3F,N/A,Y
"Diploma in Arts/Bachelor of Arts (Pathway to Teaching Early Childhood/Primary)",Bankstown City,729397,CSP,3F,57.15,Y
"Diploma in Arts/Bachelor of Arts (Pathway to Teaching Early Childhood/Primary)",Nirimba (Blacktown),729405,CSP,3F,N/A,Y
Diploma in Arts/Bachelor of Arts (Pathway to Teaching Primary),Bankstown City,729393,CSP,3F,45.80,Y
Diploma in Arts/Bachelor of Arts (Pathway to Teaching Primary),Nirimba (Blacktown),729401,CSP,3F,59.10,Y
Diploma in Arts/Bachelor of Arts (Pathway to Teaching Secondary),Bankstown City,729394,CSP,3F,45.60,Y
Diploma in Arts/Bachelor of Arts (Pathway to Teaching Secondary),Nirimba (Blacktown),729402,CSP,3F,N/A,Y
Diploma in Building Design Management Extended – 4 terms,Penrith,729615,CSP,1.5F,N/A,Y
"Diploma in Building Design Management/Bachelor of Building Design Management",Penrith,729412,CSP,4F/8P,48.35,Y
Diploma in Business (Standard) – 3 terms,Parramatta City,729500,CSP,1F/2P,46.55,N
Diploma in Business (Standard) – 3 terms,Bankstown City,729507,CSP,1F/2P,N/A,N
Diploma in Business Extended – 4 terms,Bankstown City,729618,CSP,1.5F/3P,N/A,Y
Diploma in Business Extended – 4 terms,Parramatta City,729620,CSP,1.5F/3P,N/A,Y
Diploma in Business/Bachelor of Business,Parramatta City,729416,CSP,3F/6P,55.95,Y
Diploma in Business/Bachelor of Business,Bankstown City,729417,CSP,3F/6P,59.05,Y
Diploma in Communication Extended – Communication – 4 terms,Nirimba (Blacktown),729622,CSP,1.5F,N/A,Y
Diploma in Communication Extended – Creative Industries – 4 terms,Nirimba (Blacktown),729623,CSP,1.5F,N/A,Y
"Diploma in Communication Extended – Screen Media (Arts and Production) – 4 terms",Nirimba (Blacktown),729624,CSP,1.5F,N/A,Y
Diploma in Communication/Bachelor of Communication,Nirimba (Blacktown),729426,CSP,3F,N/A,Y
Diploma in Communication/Bachelor of Creative Industries,Nirimba (Blacktown),729427,CSP,3F,N/A,Y
"Diploma in Communication/Bachelor of Screen Media (Arts and Production)",Nirimba (Blacktown),729428,CSP,3F,50.95,Y
